,id
0,1
1,2
2,3
3,5
4,6
5,8
6,9
7,10
8,11
9,12
10,13
11,14
12,15
13,16
14,17
15,18
16,19
17,20
18,21
19,22
20,23
21,24
22,25
23,26
24,27
25,28
26,29
27,31
28,32
29,33
30,34
31,35
32,36
33,37
34,38
35,39
36,40
37,43
38,44
39,45
40,46
41,47
42,49
43,53
44,55
45,56
46,57
47,58
48,59
49,61
50,62
51,63
52,64
53,65
54,66
55,68
56,71
57,72
58,73
59,74
60,75
61,76
62,77
63,78
64,79
65,80
66,81
67,82
68,83
69,84
70,85
71,86
72,87
73,88
74,89
75,91
76,92
77,93
78,95
79,97
80,99
81,101
82,102
83,104
84,106
85,107
86,108
87,109
88,110
89,111
90,112
91,113
92,115
93,116
94,117
95,118
96,119
97,120
98,121
99,123
100,124
101,125
102,126
103,127
104,128
105,129
106,130
107,131
108,132
109,133
110,134
111,135
112,136
113,137
114,138
115,139
116,140
117,141
118,142
119,143
120,144
121,146
122,147
123,148
124,149
125,150
126,151
127,152
128,153
129,154
130,155
131,156
132,158
133,159
134,160
135,161
136,163
137,164
138,166
139,167
140,168
141,169
142,170
143,171
144,172
145,173
146,174
147,177
148,178
149,179
150,181
151,182
152,183
153,184
154,186
155,189
156,190
157,191
158,192
159,193
160,194
161,195
162,196
163,197
164,198
165,199
166,200
167,201
168,202
169,203
170,204
171,206
172,207
173,208
174,209
175,211
176,212
177,213
178,214
179,215
180,216
181,217
182,218
183,219
184,220
185,221
186,222
187,223
188,225
189,226
190,227
191,229
192,230
193,231
194,232
195,233
196,234
197,235
198,236
199,237
200,238
201,239
202,240
203,241
204,242
205,243
206,244
207,245
208,246
209,247
210,248
211,249
212,250
213,251
214,253
215,254
216,255
217,256
218,258
219,259
220,260
221,261
222,262
223,263
224,264
225,265
226,266
227,267
228,268
229,269
230,270
231,272
232,273
233,274
234,275
235,276
236,277
237,278
238,279
239,282
240,283
241,284
242,285
243,286
244,288
245,289
246,290
247,291
248,292
249,293
250,295
251,298
252,299
253,300
254,301
255,302
256,303
257,306
258,308
259,309
260,310
261,311
262,312
263,313
264,314
265,315
266,316
267,317
268,318
269,319
270,320
271,321
272,322
273,323
274,324
275,325
276,326
277,328
278,329
279,330
280,332
281,333
282,334
283,336
284,337
285,338
286,339
287,340
288,341
289,342
290,343
291,344
292,345
293,346
294,347
295,349
296,350
297,351
298,352
299,353
300,354
301,355
302,356
303,357
304,358
305,359
306,361
307,362
308,363
309,364
310,365
311,366
312,367
313,368
314,370
315,371
316,372
317,374
318,375
319,376
320,377
321,378
322,379
323,380
324,381
325,383
326,384
327,386
328,387
329,388
330,389
331,390
332,391
333,392
334,393
335,395
336,396
337,397
338,399
339,400
340,401
341,402
342,403
343,404
344,406
345,407
346,408
347,409
348,410
349,412
350,413
351,414
352,415
353,416
354,417
355,418
356,419
357,420
358,422
359,423
360,424
361,425
362,426
363,427
364,429
365,430
366,431
367,432
368,433
369,434
370,437
371,438
372,439
373,440
374,442
375,443
376,444
377,445
378,446
379,447
380,448
381,449
382,450
383,451
384,452
385,453
386,454
387,455
388,456
389,457
390,458
391,459
392,460
393,461
394,463
395,464
396,465
397,466
398,468
399,469
400,470
401,472
402,473
403,474
404,475
405,476
406,477
407,478
408,479
409,481
410,482
411,483
412,485
413,487
414,488
415,489
416,490
417,491
418,492
419,493
420,496
421,497
422,498
423,499
424,500
