,id
0,1
1,2
2,3
3,4
4,5
5,6
6,7
7,8
8,9
9,10
10,13
11,14
12,15
13,16
14,17
15,18
16,20
17,21
18,22
19,24
20,25
21,27
22,28
23,32
24,33
25,34
26,35
27,36
28,37
29,38
30,39
31,40
32,41
33,42
34,45
35,46
36,47
37,48
38,49
39,50
40,51
41,53
42,54
43,55
44,56
45,58
46,59
47,60
48,61
49,63
50,64
51,67
52,68
53,69
54,70
55,71
56,72
57,73
58,74
59,75
60,76
61,78
62,81
63,84
64,85
65,86
66,87
67,89
68,90
69,91
70,93
71,94
72,95
73,96
74,97
75,98
76,99
77,100
78,101
79,103
80,105
81,107
82,108
83,110
84,112
85,113
86,115
87,117
88,118
89,119
90,120
91,121
92,122
93,123
94,124
95,125
96,126
97,127
98,128
99,132
100,133
101,136
102,138
103,139
104,140
105,141
106,142
107,144
108,145
109,146
110,147
111,148
112,149
113,150
114,152
115,154
116,156
117,157
118,158
119,159
120,162
121,163
122,164
123,166
124,168
125,169
126,170
127,171
128,172
129,173
130,176
131,177
132,178
133,179
134,180
135,181
136,182
137,183
138,185
139,186
140,187
141,188
142,189
143,190
144,191
145,192
146,193
147,194
148,197
149,198
150,199
151,200
152,201
153,202
154,203
155,204
156,205
157,206
158,207
159,208
160,209
161,210
162,211
163,214
164,215
165,216
166,217
167,220
168,221
169,223
170,224
171,225
172,226
173,227
174,228
175,229
176,231
177,232
178,233
179,234
180,235
181,236
182,241
183,243
184,244
185,245
186,246
187,247
188,249
189,250
190,251
191,254
192,255
193,258
194,260
195,261
196,264
197,265
198,266
199,267
200,269
201,270
202,271
203,273
204,274
205,275
206,276
207,277
208,278
209,280
210,281
211,282
212,283
213,284
214,286
215,287
216,291
217,292
218,293
219,294
220,295
221,296
222,297
223,299
224,300
225,301
226,302
227,303
228,307
229,308
230,310
231,311
232,312
233,314
234,315
235,316
236,317
237,318
238,319
239,320
240,321
241,322
242,323
243,324
244,326
245,329
246,330
247,331
248,332
249,333
250,334
251,336
252,337
253,338
254,339
255,341
256,343
257,344
258,346
259,347
260,349
261,351
262,353
263,354
264,355
265,357
266,359
267,361
268,362
269,363
270,364
271,365
272,366
273,367
274,369
275,370
276,371
277,372
278,373
279,374
280,375
281,376
282,378
283,380
284,382
285,383
286,384
287,385
288,386
289,387
290,388
291,389
292,391
293,392
294,393
295,394
296,396
297,397
298,398
299,399
300,400
301,402
302,404
303,405
304,406
305,407
306,408
307,409
308,411
309,412
310,414
311,415
312,416
313,418
314,419
315,421
316,422
317,423
318,424
319,425
320,427
321,428
322,429
323,430
324,432
325,433
326,434
327,435
328,436
329,437
330,439
331,440
332,442
333,443
334,444
335,445
336,446
337,447
338,448
339,449
340,450
341,451
342,452
343,453
344,454
345,455
346,456
347,458
348,459
349,460
350,461
351,462
352,463
353,464
354,466
355,467
356,468
357,469
358,470
359,471
360,473
361,474
362,475
363,476
364,477
365,479
366,480
367,482
368,483
369,484
370,485
371,487
372,488
373,489
374,490
375,491
376,492
377,493
378,494
379,495
380,496
381,497
382,499
