,id
0,1
1,3
2,4
3,5
4,6
5,8
6,9
7,10
8,12
9,20
10,22
11,24
12,27
13,29
14,30
15,32
16,33
17,34
18,35
19,38
20,39
21,40
22,42
23,45
24,50
25,51
26,52
27,53
28,54
29,58
30,59
31,60
32,62
33,64
34,66
35,67
36,68
37,69
38,70
39,72
40,73
41,77
42,78
43,79
44,80
45,85
46,86
47,87
48,88
49,89
50,91
51,93
52,94
53,95
54,96
55,97
56,98
57,100
58,101
59,102
60,103
61,104
62,105
63,110
64,112
65,113
66,115
67,118
68,119
69,121
70,123
71,125
72,127
73,129
74,130
75,131
76,132
77,133
78,134
79,135
80,139
81,140
82,141
83,142
84,145
85,146
86,147
87,150
88,151
89,153
90,154
91,155
92,156
93,157
94,158
95,159
96,160
97,161
98,163
99,164
100,165
101,166
102,168
103,169
104,171
105,173
106,175
107,176
108,179
109,181
110,182
111,183
112,184
113,185
114,186
115,187
116,188
117,189
118,190
119,192
120,193
121,194
122,195
123,197
124,200
125,201
126,203
127,204
128,205
129,206
130,208
131,209
132,213
133,214
134,215
135,216
136,217
137,218
138,222
139,223
140,224
141,225
142,226
143,228
144,229
145,231
146,232
147,234
148,236
149,240
150,242
151,243
152,245
153,247
154,249
155,251
156,253
157,255
158,256
159,257
160,258
161,259
162,260
163,264
164,266
165,267
166,268
167,270
168,271
169,272
170,273
171,275
172,276
173,280
174,281
175,282
176,284
177,287
178,288
179,289
180,290
181,291
182,293
183,294
184,295
185,296
186,297
187,298
188,299
189,300
190,301
191,302
192,305
193,307
194,310
195,311
196,312
197,313
198,314
199,315
200,317
201,318
202,319
203,320
204,323
205,324
206,326
207,327
208,328
209,329
210,332
211,333
212,334
213,335
214,336
215,338
216,340
217,341
218,344
219,346
220,348
221,349
222,350
223,352
224,353
225,355
226,357
227,358
228,360
229,361
230,362
231,364
232,366
233,367
234,368
235,370
236,371
237,372
238,374
239,377
240,378
241,379
242,383
243,386
244,387
245,388
246,390
247,391
248,392
249,394
250,395
251,396
252,398
253,399
254,400
255,401
256,402
257,404
258,405
259,406
260,407
261,408
262,409
263,410
264,411
265,412
266,415
267,416
268,417
269,418
270,420
271,421
272,422
273,423
274,427
275,428
276,430
277,431
278,432
279,433
280,434
281,437
282,438
283,441
284,442
285,443
286,445
287,447
288,448
289,451
290,452
291,453
292,455
293,456
294,457
295,461
296,462
297,463
298,464
299,465
300,466
301,467
302,470
303,472
304,473
305,475
306,476
307,477
308,478
309,480
310,481
311,482
312,483
313,485
314,486
315,488
316,490
317,494
318,495
319,498
320,499
321,500
