,id
0,1
1,2
2,3
3,4
4,7
5,8
6,9
7,11
8,12
9,13
10,14
11,16
12,18
13,19
14,20
15,21
16,23
17,26
18,27
19,28
20,29
21,30
22,31
23,33
24,34
25,35
26,37
27,38
28,39
29,40
30,41
31,43
32,44
33,45
34,46
35,47
36,48
37,50
38,52
39,53
40,54
41,55
42,56
43,57
44,58
45,59
46,60
47,61
48,63
49,64
50,65
51,68
52,69
53,70
54,71
55,72
56,73
57,75
58,76
59,81
60,83
61,84
62,85
63,86
64,87
65,88
66,89
67,90
68,91
69,92
70,95
71,96
72,98
73,100
74,102
75,103
76,104
77,105
78,106
79,107
80,108
81,109
82,110
83,111
84,112
85,113
86,114
87,115
88,116
89,118
90,119
91,120
92,121
93,122
94,123
95,126
96,128
97,129
98,132
99,133
100,134
101,137
102,138
103,139
104,141
105,142
106,143
107,144
108,145
109,146
110,147
111,148
112,149
113,150
114,152
115,154
116,155
117,156
118,157
119,158
120,160
121,161
122,162
123,165
124,166
125,167
126,169
127,171
128,172
129,173
130,174
131,175
132,176
133,177
134,178
135,179
136,181
137,182
138,183
139,184
140,185
141,186
142,187
143,189
144,190
145,191
146,192
147,194
148,195
149,196
150,198
151,200
152,201
153,202
154,204
155,205
156,210
157,212
158,214
159,215
160,217
161,218
162,220
163,221
164,222
165,223
166,225
167,226
168,227
169,228
170,229
171,230
172,231
173,232
174,233
175,234
176,236
177,237
178,239
179,240
180,241
181,244
182,245
183,246
184,247
185,249
186,250
187,251
188,252
189,253
190,254
191,255
192,256
193,257
194,260
195,261
196,262
197,264
198,265
199,266
200,267
201,269
202,270
203,272
204,273
205,274
206,275
207,276
208,277
209,278
210,279
211,280
212,281
213,282
214,283
215,284
216,291
217,292
218,293
219,295
220,296
221,298
222,300
223,301
224,303
225,304
226,305
227,306
228,307
229,309
230,310
231,312
232,313
233,315
234,316
235,317
236,318
237,319
238,321
239,323
240,324
241,325
242,326
243,327
244,328
245,330
246,331
247,332
248,333
249,334
250,335
251,337
252,338
253,340
254,341
255,342
256,343
257,344
258,345
259,347
260,348
261,349
262,350
263,351
264,352
265,353
266,355
267,356
268,357
269,358
270,359
271,360
272,362
273,363
274,364
275,365
276,369
277,370
278,371
279,373
280,375
281,377
282,378
283,379
284,381
285,382
286,383
287,384
288,385
289,386
290,387
291,388
292,389
293,390
294,391
295,393
296,394
297,395
298,398
299,399
300,400
301,401
302,404
303,405
304,406
305,407
306,408
307,410
308,412
309,413
310,415
311,416
312,418
313,420
314,421
315,424
316,425
317,426
318,427
319,429
320,432
321,436
322,438
323,439
324,440
325,441
326,442
327,444
328,446
329,447
330,448
331,450
332,451
333,453
334,454
335,455
336,456
337,457
338,459
339,460
340,461
341,462
342,463
343,464
344,466
345,468
346,469
347,470
348,471
349,472
350,475
351,476
352,477
353,479
354,481
355,482
356,483
357,484
358,485
359,487
360,489
361,490
362,491
363,492
364,493
365,494
366,495
367,496
368,497
369,498
