,id
0,1
1,2
2,3
3,5
4,6
5,7
6,8
7,9
8,10
9,11
10,12
11,13
12,14
13,15
14,17
15,18
16,19
17,20
18,21
19,23
20,24
21,25
22,26
23,28
24,30
25,31
26,34
27,35
28,36
29,38
30,39
31,40
32,41
33,42
34,43
35,44
36,48
37,49
38,51
39,53
40,56
41,58
42,60
43,61
44,63
45,65
46,66
47,67
48,68
49,69
50,70
51,72
52,74
53,75
54,76
55,79
56,80
57,81
58,82
59,83
60,84
61,86
62,87
63,88
64,89
65,93
66,94
67,95
68,96
69,97
70,99
71,101
72,104
73,105
74,107
75,108
76,110
77,111
78,112
79,114
80,116
81,118
82,120
83,121
84,122
85,123
86,124
87,125
88,127
89,128
90,129
91,130
92,131
93,133
94,136
95,137
96,138
97,139
98,141
99,142
100,143
101,144
102,146
103,147
104,150
105,151
106,152
107,153
108,154
109,155
110,156
111,157
112,158
113,159
114,160
115,161
116,162
117,163
118,164
119,165
120,167
121,168
122,169
123,170
124,171
125,173
126,174
127,175
128,176
129,177
130,178
131,179
132,180
133,181
134,182
135,183
136,184
137,185
138,187
139,189
140,192
141,196
142,197
143,198
144,199
145,200
146,201
147,203
148,204
149,205
150,206
151,207
152,208
153,209
154,210
155,211
156,212
157,214
158,215
159,216
160,219
161,221
162,222
163,223
164,224
165,225
166,226
167,230
168,231
169,232
170,233
171,234
172,237
173,238
174,241
175,242
176,244
177,250
178,251
179,253
180,254
181,255
182,256
183,257
184,258
185,263
186,264
187,265
188,267
189,269
190,270
191,271
192,272
193,273
194,275
195,276
196,278
197,279
198,280
199,281
200,282
201,283
202,284
203,285
204,286
205,288
206,290
207,291
208,292
209,293
210,294
211,295
212,297
213,298
214,300
215,301
216,302
217,304
218,307
219,308
220,309
221,310
222,311
223,313
224,314
225,315
226,316
227,317
228,318
229,319
230,320
231,321
232,322
233,323
234,324
235,325
236,326
237,329
238,330
239,331
240,332
241,333
242,334
243,335
244,337
245,339
246,340
247,342
248,343
249,344
250,346
251,347
252,348
253,349
254,350
255,351
256,353
257,354
258,355
259,356
260,357
261,359
262,360
263,362
264,364
265,366
266,369
267,370
268,372
269,373
270,374
271,376
272,377
273,378
274,380
275,381
276,383
277,384
278,385
279,386
280,388
281,390
282,393
283,394
284,397
285,399
286,400
287,401
288,402
289,403
290,404
291,405
292,406
293,407
294,408
295,409
296,411
297,413
298,414
299,416
300,417
301,419
302,420
303,421
304,422
305,423
306,426
307,427
308,431
309,432
310,433
311,434
312,435
313,436
314,437
315,438
316,439
317,441
318,442
319,444
320,445
321,446
322,447
323,448
324,449
325,450
326,451
327,452
328,453
329,456
330,458
331,459
332,460
333,462
334,464
335,465
336,467
337,468
338,470
339,471
340,472
341,474
342,475
343,476
344,478
345,479
346,482
347,483
348,484
349,485
350,486
351,487
352,488
353,489
354,490
355,491
356,492
357,493
358,494
359,495
360,497
361,498
362,499
363,500
